Image_Name,Energy,Entropy,Contrast,Area,Perimeter,Centroid_X,Centroid_Y,Circularity,Label
L15-0331E-1257N_1327_3160_13_images_global_monthly_2018_01_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.0865625710201962,9.544871745115909,60.93275867176161,967333.0,8908.365774393082,525,519,0.15317566918698713,Rural
L15-0331E-1257N_1327_3160_13_images_global_monthly_2018_02_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.17418985378937,9.920242972631598,155.8442718739758,855216.0,16738.06371486187,506,498,0.038359704059801276,Rural
L15-0331E-1257N_1327_3160_13_images_global_monthly_2018_03_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.14055681288806327,10.094002947457344,124.93141422741273,894056.0,13236.045259833336,507,508,0.06412953620295293,Rural
L15-0331E-1257N_1327_3160_13_images_global_monthly_2018_04_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.14150023412478366,10.3531271210316,147.6726712781013,892259.5,13553.88588130474,521,512,0.061034219499248726,Rural
L15-0331E-1257N_1327_3160_13_images_global_monthly_2018_05_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.14074502835530545,10.451122518956993,169.596638029142,890788.5,15217.969139456749,500,492,0.04833604003049665,Urban
L15-0331E-1257N_1327_3160_13_images_global_monthly_2018_06_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.16880182833104723,9.771041557568998,142.04517982779262,861273.0,15295.231110930443,508,491,0.04626351321378171,Rural
L15-0331E-1257N_1327_3160_13_images_global_monthly_2018_07_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.20357179187289642,9.945137757096926,228.95129518627772,822693.5,17330.566242218018,505,482,0.03442091609774484,Urban
L15-0331E-1257N_1327_3160_13_images_global_monthly_2018_08_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.24340012095871846,9.4216885545855,173.08992870718345,781669.5,15895.924545168877,529,464,0.038874198269495355,Urban
L15-0331E-1257N_1327_3160_13_images_global_monthly_2018_09_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.23544221671055388,9.198147586937596,167.69340362283324,789542.0,17168.240341067314,537,475,0.033661505255235175,Urban
L15-0331E-1257N_1327_3160_13_images_global_monthly_2018_10_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.2136934929130446,9.74455756040431,140.24212993619858,815764.5,12445.008680582047,496,500,0.06618876202940475,Rural
L15-0331E-1257N_1327_3160_13_images_global_monthly_2018_11_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.35786640994463614,7.784225269860393,101.29725119896345,663935.5,12888.998576402664,602,404,0.050222393115330825,Rural
L15-0331E-1257N_1327_3160_13_images_global_monthly_2018_12_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.1590661896720479,9.96896303998823,102.61941905097709,876471.5,11421.999453902245,542,546,0.08442350771517157,Rural
L15-0331E-1257N_1327_3160_13_images_global_monthly_2019_01_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.13243479443527761,10.298725129084257,127.91837015505544,902901.5,14254.111275315285,533,494,0.05584315526339397,Rural
L15-0331E-1257N_1327_3160_13_images_global_monthly_2019_02_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.11441251365477846,10.241777123279808,112.66575508179896,925097.5,10914.09281873703,536,504,0.09759376788687704,Rural
L15-0331E-1257N_1327_3160_13_images_global_monthly_2019_03_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.13867148364311585,10.182476642367316,114.65912268078573,898259.5,11971.136535286903,529,474,0.07876638516190372,Rural
L15-0331E-1257N_1327_3160_13_images_global_monthly_2019_04_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.1120368046545844,10.769202754893948,133.46402918600444,925886.0,10801.139503240585,520,526,0.099730553824601,Rural
L15-0331E-1257N_1327_3160_13_images_global_monthly_2019_05_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.24896876936450354,9.706242132060206,134.73345506909033,778760.5,11977.969139695168,505,587,0.06820989793149103,Rural
L15-0331E-1257N_1327_3160_13_images_global_monthly_2019_06_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.29628015827803916,9.108454408141238,206.1007693050073,724747.5,17718.698272824287,504,539,0.029009013793165884,Urban
L15-0331E-1257N_1327_3160_13_images_global_monthly_2019_07_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.333165729321387,8.672731873387898,235.3196576492386,684713.0,19511.204971432686,543,469,0.022602176126129168,Urban
L15-0331E-1257N_1327_3160_13_images_global_monthly_2019_08_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.40886180900300934,7.720335581217672,167.12792765417873,608268.0,15233.907297849655,597,459,0.032936861728562986,Rural
L15-0331E-1257N_1327_3160_13_images_global_monthly_2019_09_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.3192957810416442,8.004966415222626,141.2334956795273,700511.5,18591.207941889763,548,505,0.025468884059632966,Rural
L15-0331E-1257N_1327_3160_13_images_global_monthly_2019_10_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.2108644829070501,9.87007532223563,199.87614676707477,814861.0,18975.818110227585,534,501,0.02843756318178344,Urban
L15-0331E-1257N_1327_3160_13_images_global_monthly_2019_11_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.18671353572169566,9.962267938976488,123.47729685465002,844196.0,13067.594467878342,519,535,0.0621243499318319,Rural
L15-0331E-1257N_1327_3160_13_images_global_monthly_2019_12_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.09018528284253759,10.398498920282156,78.6534840410538,952659.0,9110.30690073967,526,528,0.14423854205790015,Rural
L15-0331E-1257N_1327_3160_13_images_global_monthly_2020_01_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.11570571578518163,9.727303512374316,65.76830646833487,927278.5,10606.186184883118,521,525,0.10358611880116325,Rural
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2018_01_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.0865625710201962,9.544871745115909,60.93275867176161,967333.0,8908.365774393082,525,519,0.15317566918698713,Rural
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2018_02_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.17418985378937,9.920242972631598,155.8442718739758,855216.0,16738.06371486187,506,498,0.038359704059801276,Rural
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2018_03_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.14055681288806327,10.094002947457344,124.93141422741273,894056.0,13236.045259833336,507,508,0.06412953620295293,Rural
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2018_04_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.14150023412478366,10.3531271210316,147.6726712781013,892259.5,13553.88588130474,521,512,0.061034219499248726,Rural
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2018_05_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.14074502835530545,10.451122518956993,169.596638029142,890788.5,15217.969139456749,500,492,0.04833604003049665,Urban
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2018_06_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.16880182833104723,9.771041557568998,142.04517982779262,861273.0,15295.231110930443,508,491,0.04626351321378171,Rural
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2018_07_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.20357179187289642,9.945137757096926,228.95129518627772,822693.5,17330.566242218018,505,482,0.03442091609774484,Urban
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2018_08_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.24340012095871846,9.4216885545855,173.08992870718345,781669.5,15895.924545168877,529,464,0.038874198269495355,Urban
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2018_09_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.23544221671055388,9.198147586937596,167.69340362283324,789542.0,17168.240341067314,537,475,0.033661505255235175,Urban
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2018_10_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.2136934929130446,9.74455756040431,140.24212993619858,815764.5,12445.008680582047,496,500,0.06618876202940475,Rural
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2018_11_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.35786640994463614,7.784225269860393,101.29725119896345,663935.5,12888.998576402664,602,404,0.050222393115330825,Rural
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2018_12_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.1590661896720479,9.96896303998823,102.61941905097709,876471.5,11421.999453902245,542,546,0.08442350771517157,Rural
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2019_01_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.13243479443527761,10.298725129084257,127.91837015505544,902901.5,14254.111275315285,533,494,0.05584315526339397,Rural
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2019_02_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.11441251365477846,10.241777123279808,112.66575508179896,925097.5,10914.09281873703,536,504,0.09759376788687704,Rural
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2019_03_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.13867148364311585,10.182476642367316,114.65912268078573,898259.5,11971.136535286903,529,474,0.07876638516190372,Rural
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2019_04_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.1120368046545844,10.769202754893948,133.46402918600444,925886.0,10801.139503240585,520,526,0.099730553824601,Rural
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2019_05_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.24896876936450354,9.706242132060206,134.73345506909033,778760.5,11977.969139695168,505,587,0.06820989793149103,Rural
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2019_06_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.29628015827803916,9.108454408141238,206.1007693050073,724747.5,17718.698272824287,504,539,0.029009013793165884,Urban
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2019_07_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.333165729321387,8.672731873387898,235.3196576492386,684713.0,19511.204971432686,543,469,0.022602176126129168,Urban
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2019_08_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.40886180900300934,7.720335581217672,167.12792765417873,608268.0,15233.907297849655,597,459,0.032936861728562986,Rural
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2019_09_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.3192957810416442,8.004966415222626,141.2334956795273,700511.5,18591.207941889763,548,505,0.025468884059632966,Rural
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2019_10_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.2108644829070501,9.87007532223563,199.87614676707477,814861.0,18975.818110227585,534,501,0.02843756318178344,Urban
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2019_11_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.18671353572169566,9.962267938976488,123.47729685465002,844196.0,13067.594467878342,519,535,0.0621243499318319,Rural
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2019_12_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.09018528284253759,10.398498920282156,78.6534840410538,952659.0,9110.30690073967,526,528,0.14423854205790015,Rural
L15-0331E-1257N_1327_3160_13_images_masked_global_monthly_2020_01_mosaic_L15-0331E-1257N_1327_3160_13.tif,0.11570571578518163,9.727303512374316,65.76830646833487,927278.5,10606.186184883118,521,525,0.10358611880116325,Rural
L15-0357E-1223N_1429_3296_13_images_global_monthly_2018_01_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.17697090241927022,9.96802553033688,139.6880048235644,851120.0,18147.0913939476,523,487,0.032477800291793646,Rural
L15-0357E-1223N_1429_3296_13_images_global_monthly_2018_02_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.21387258960053002,10.7152295047231,229.9559448424268,813342.0,15104.823159575462,546,479,0.044797293181899574,Urban
L15-0357E-1223N_1429_3296_13_images_global_monthly_2018_03_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.3012621954982205,9.493620973179674,255.3170604923514,717546.0,20843.134237408638,527,466,0.02075551723866906,Urban
L15-0357E-1223N_1429_3296_13_images_global_monthly_2018_04_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.17347710550305454,9.663395676073895,95.87815340043134,859125.5,13176.992644190788,537,516,0.062177587407076795,Rural
L15-0357E-1223N_1429_3296_13_images_global_monthly_2018_05_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.26996574011414654,9.205310624216937,255.2067654121386,747683.0,25016.387308716774,531,503,0.015013369939045878,Urban
L15-0357E-1223N_1429_3296_13_images_global_monthly_2018_06_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.13049440134531193,10.947557174839408,207.94234273488843,902377.0,14191.294162154198,537,519,0.05630589637205172,Urban
L15-0357E-1223N_1429_3296_13_images_global_monthly_2018_07_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.2506824137203445,9.63899708153676,252.48517145726493,768859.0,23827.971007347107,522,495,0.017016978120076166,Urban
L15-0357E-1223N_1429_3296_13_images_global_monthly_2018_08_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.16828964546499192,10.103523863775763,141.04048048357953,862325.0,14877.058658599854,544,513,0.048960595376233935,Rural
L15-0357E-1223N_1429_3296_13_images_global_monthly_2018_09_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.19301516169073132,10.63222506602944,212.82073884240194,833899.5,17120.29031610489,536,493,0.03575208116664852,Urban
L15-0357E-1223N_1429_3296_13_images_global_monthly_2018_10_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.20824499998576257,10.656083242563762,245.8186328329173,815890.0,20033.982870340347,539,497,0.025545057114153544,Urban
L15-0357E-1223N_1429_3296_13_images_global_monthly_2018_11_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.1680815750425717,10.813139235988759,168.96723836606535,861903.0,16117.97452199459,536,487,0.04169148135702553,Urban
L15-0357E-1223N_1429_3296_13_images_global_monthly_2018_12_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.2045747583317662,10.402978209982919,161.9539248315145,824226.5,17315.250772714615,525,486,0.03454608729878266,Rural
L15-0357E-1223N_1429_3296_13_images_global_monthly_2019_01_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.21195994949689628,10.382689066973104,196.7914983722381,815810.5,17591.2852653265,530,497,0.033128670857348656,Urban
L15-0357E-1223N_1429_3296_13_images_global_monthly_2019_02_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.21414695486355356,10.192606673646194,183.3509783293153,812068.0,18122.488362789154,523,492,0.031071813545438344,Urban
L15-0357E-1223N_1429_3296_13_images_global_monthly_2019_03_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.183467240811278,10.618617249258795,170.28165488008452,847341.0,13211.848420143127,539,513,0.06100155702594657,Urban
L15-0357E-1223N_1429_3296_13_images_global_monthly_2019_04_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.16710707420179424,10.790435354036331,179.7684383328126,864762.5,13719.904332399368,536,517,0.05773039728892711,Urban
L15-0357E-1223N_1429_3296_13_images_global_monthly_2019_05_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.18272459532098706,10.509988610883795,180.65125572248837,847071.5,14939.8597356081,539,516,0.047691051053335896,Urban
L15-0357E-1223N_1429_3296_13_images_global_monthly_2019_06_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.23132591731458593,9.910582216244986,228.67385996948008,791954.0,19847.345350146294,527,502,0.025264166071276666,Urban
L15-0357E-1223N_1429_3296_13_images_global_monthly_2019_07_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.16607871564256185,10.713049526575334,190.81056616682386,862701.5,17665.947167634964,543,528,0.034737340253726684,Urban
L15-0357E-1223N_1429_3296_13_images_global_monthly_2019_08_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.12417594258156717,11.187633169758854,178.29136698553032,910489.0,12230.461558699608,530,507,0.07648898068021887,Urban
L15-0357E-1223N_1429_3296_13_images_global_monthly_2019_09_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.1949109832380142,9.973383666070493,142.85954044273979,832253.0,17445.94002878666,543,499,0.03436184566416084,Rural
L15-0357E-1223N_1429_3296_13_images_global_monthly_2019_10_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.19124179820721213,10.472542044196782,175.27302635665131,834948.0,18471.375665187836,539,521,0.030751819075684708,Urban
L15-0357E-1223N_1429_3296_13_images_global_monthly_2019_11_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.17547612181992578,10.886331550314683,167.29264645318,856222.5,11670.419929265976,535,472,0.07899935284732333,Urban
L15-0357E-1223N_1429_3296_13_images_global_monthly_2019_12_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.15595744881066553,10.487230009129858,120.85604221192152,875777.5,14161.87994647026,516,508,0.05487339497063315,Rural
L15-0357E-1223N_1429_3296_13_images_global_monthly_2020_01_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.20419815543430878,9.94468798596704,122.13433168120521,826255.0,12166.794600009918,531,473,0.07014094486043403,Rural
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2018_01_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.17697090241927022,9.96802553033688,139.6880048235644,851120.0,18147.0913939476,523,487,0.032477800291793646,Rural
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2018_02_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.21387258960053002,10.7152295047231,229.9559448424268,813342.0,15104.823159575462,546,479,0.044797293181899574,Urban
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2018_03_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.3012621954982205,9.493620973179674,255.3170604923514,717546.0,20843.134237408638,527,466,0.02075551723866906,Urban
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2018_04_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.17347710550305454,9.663395676073895,95.87815340043134,859125.5,13176.992644190788,537,516,0.062177587407076795,Rural
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2018_05_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.26996574011414654,9.205310624216937,255.2067654121386,747683.0,25016.387308716774,531,503,0.015013369939045878,Urban
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2018_06_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.13049440134531193,10.947557174839408,207.94234273488843,902377.0,14191.294162154198,537,519,0.05630589637205172,Urban
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2018_07_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.2506824137203445,9.63899708153676,252.48517145726493,768859.0,23827.971007347107,522,495,0.017016978120076166,Urban
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2018_08_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.16828964546499192,10.103523863775763,141.04048048357953,862325.0,14877.058658599854,544,513,0.048960595376233935,Rural
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2018_09_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.19301516169073132,10.63222506602944,212.82073884240194,833899.5,17120.29031610489,536,493,0.03575208116664852,Urban
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2018_10_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.20824499998576257,10.656083242563762,245.8186328329173,815890.0,20033.982870340347,539,497,0.025545057114153544,Urban
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2018_11_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.1680815750425717,10.813139235988759,168.96723836606535,861903.0,16117.97452199459,536,487,0.04169148135702553,Urban
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2018_12_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.2045747583317662,10.402978209982919,161.9539248315145,824226.5,17315.250772714615,525,486,0.03454608729878266,Rural
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2019_01_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.21195994949689628,10.382689066973104,196.7914983722381,815810.5,17591.2852653265,530,497,0.033128670857348656,Urban
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2019_02_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.21414695486355356,10.192606673646194,183.3509783293153,812068.0,18122.488362789154,523,492,0.031071813545438344,Urban
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2019_03_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.183467240811278,10.618617249258795,170.28165488008452,847341.0,13211.848420143127,539,513,0.06100155702594657,Urban
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2019_04_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.16710707420179424,10.790435354036331,179.7684383328126,864762.5,13719.904332399368,536,517,0.05773039728892711,Urban
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2019_05_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.18272459532098706,10.509988610883795,180.65125572248837,847071.5,14939.8597356081,539,516,0.047691051053335896,Urban
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2019_06_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.23132591731458593,9.910582216244986,228.67385996948008,791954.0,19847.345350146294,527,502,0.025264166071276666,Urban
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2019_07_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.16607871564256185,10.713049526575334,190.81056616682386,862701.5,17665.947167634964,543,528,0.034737340253726684,Urban
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2019_08_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.12417594258156717,11.187633169758854,178.29136698553032,910489.0,12230.461558699608,530,507,0.07648898068021887,Urban
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2019_09_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.1949109832380142,9.973383666070493,142.85954044273979,832253.0,17445.94002878666,543,499,0.03436184566416084,Rural
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2019_10_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.19124179820721213,10.472542044196782,175.27302635665131,834948.0,18471.375665187836,539,521,0.030751819075684708,Urban
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2019_11_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.17547612181992578,10.886331550314683,167.29264645318,856222.5,11670.419929265976,535,472,0.07899935284732333,Urban
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2019_12_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.15595744881066553,10.487230009129858,120.85604221192152,875777.5,14161.87994647026,516,508,0.05487339497063315,Rural
L15-0357E-1223N_1429_3296_13_images_masked_global_monthly_2020_01_mosaic_L15-0357E-1223N_1429_3296_13.tif,0.20419815543430878,9.94468798596704,122.13433168120521,826255.0,12166.794600009918,531,473,0.07014094486043403,Rural
